timestamp_utc,kp_index,kp_time_utc,kp_band,storm_warning,storm_level,schumann_hz,schumann_amp,aqi,aqi_city,image_path,image_url_hint,commit_sha
2026-09-07T16:24:22Z,4.33,2026-09-07T16:24:22Z,active,False,,7.62,,,,images/dailypost.jpg,https://cdn.jsdelivr.net/gh/GaiaEyesHQ/gaiaeyes-media@main/images/dailypost.jpg,
